report_time_simple,report_time,지점,주소,사고원인,lon,lat,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
2020-09-25 19:00:00,2020-09-25 19:33:00,원주,강원도 원주시 지정면 가곡리 1077,기타산악,127.8636991,37.3663865,19.5,,,,1.2,,50,,56,,12.6,10.4,996.5,,1013.8,,0,,0,,,,3,3,,17,2000,,,17.3,,,,,
2020-09-25 19:00:00,2020-09-25 19:33:00,원주,강원도 원주시 지정면 가곡리 1077,기타산악,127.8636991,37.3663865,19.5,,,,1.2,,50,,56,,12.6,10.4,996.5,,1013.8,,0,,0,,,,3,3,,17,2000,,,17.3,,,,,
2020-09-25 19:00:00,2020-09-25 19:33:00,원주,강원도 원주시 지정면 가곡리 1077,기타산악,127.8636991,37.3663865,19.5,,,,1.2,,50,,56,,12.6,10.4,996.5,,1013.8,,0,,0,,,,3,3,,17,2000,,,17.3,,,,,
2020-06-14 16:00:00,2020-06-14 16:35:00,강릉,강원도 강릉시 강동면 심곡리 114-3,기타산악,129.0542481,37.6661541,32.3,,,,3.6,,230,,41,,19.7,17.3,995.5,,998.5,,1,,2.5,,,,1,0,,,5000,,,43.1,,32.6,31.4,29,26.7
2020-05-01 12:00:00,2020-05-01 12:31:00,강릉,강원도 강릉시 성산면 어흘리 759,실족추락,128.7770701,37.7002091,29.9,,,,3.8,,200,,33,,13.8,11.8,1005.6,,1008.6,,1,,3.22,,,,0,0,,,5000,,,44.4,,20.9,20.5,17.9,15.9
2020-05-01 12:00:00,2020-05-01 12:31:00,강릉,강원도 강릉시 성산면 어흘리 759,실족추락,128.7770701,37.7002091,29.9,,,,3.8,,200,,33,,13.8,11.8,1005.6,,1008.6,,1,,3.22,,,,0,0,,,5000,,,44.4,,20.9,20.5,17.9,15.9
2020-05-01 12:00:00,2020-05-01 12:31:00,강릉,강원도 강릉시 성산면 어흘리 759,실족추락,128.7770701,37.7002091,29.9,,,,3.8,,200,,33,,13.8,11.8,1005.6,,1008.6,,1,,3.22,,,,0,0,,,5000,,,44.4,,20.9,20.5,17.9,15.9
2020-07-21 21:00:00,2020-07-21 21:35:00,홍천,강원도 홍천군 서면 반곡리 224-2,개인질환,127.6665786,37.6936849,24.2,,,,0.4,,0,,79,,23.8,20.3,995.7,,1011.6,,,9,,9,,,10,0,,,4326,,,23.7,,,,,
2020-02-08 11:00:00,2020-02-08 11:39:00,속초,강원도 속초시 설악동 설악동 산43-5,낙석·낙빙,128.4849533,38.1626862,2.1,,,,1.8,,340,,35,,2.5,-11.8,1023.1,,1025.3,,1,,,9,,,3,0,,,2000,,,1.4,,,,,
2020-02-08 11:00:00,2020-02-08 11:39:00,속초,강원도 속초시 설악동 설악동 산43-5,낙석·낙빙,128.4849533,38.1626862,2.1,,,,1.8,,340,,35,,2.5,-11.8,1023.1,,1025.3,,1,,,9,,,3,0,,,2000,,,1.4,,,,,
2020-01-01 09:00:00,2020-01-01 09:56:00,인제,강원도 인제군 북면 용대리 산77,기타산악,128.3651816,38.1886627,-6.4,,0,,2.2,,200,,78,,3,-9.6,1007.9,,1034.1,,0.1,,,9,,,5,5,,1,3262,,,-2,,,,,
2020-01-01 09:00:00,2020-01-01 09:56:00,인제,강원도 인제군 북면 용대리 산77,개인질환,128.3651816,38.1886627,-6.4,,0,,2.2,,200,,78,,3,-9.6,1007.9,,1034.1,,0.1,,,9,,,5,5,,1,3262,,,-2,,,,,
